"GEO_ID","P001001","NAME"
"0500000US17011","34978","Bureau County, Illinois"
"0500000US17013","5089","Calhoun County, Illinois"
"0500000US17015","15387","Carroll County, Illinois"
"0500000US17017","13642","Cass County, Illinois"
"0500000US17019","201081","Champaign County, Illinois"
"0500000US17021","34800","Christian County, Illinois"
"0500000US17023","16335","Clark County, Illinois"
"0500000US17025","13815","Clay County, Illinois"
"0500000US17027","37762","Clinton County, Illinois"
"0500000US17029","53873","Coles County, Illinois"
"0500000US17031","5194675","Cook County, Illinois"
"0500000US17033","19817","Crawford County, Illinois"
"0500000US17035","11048","Cumberland County, Illinois"
"0500000US17037","105160","DeKalb County, Illinois"
"0500000US17039","16561","De Witt County, Illinois"
"0500000US17041","19980","Douglas County, Illinois"
"0500000US17043","916924","DuPage County, Illinois"
"0500000US17045","18576","Edgar County, Illinois"
"0500000US17047","6721","Edwards County, Illinois"
"0500000US17049","34242","Effingham County, Illinois"
"0500000US17051","22140","Fayette County, Illinois"
"0500000US17053","14081","Ford County, Illinois"
"0500000US17055","39561","Franklin County, Illinois"
"0500000US17057","37069","Fulton County, Illinois"
"0500000US17059","5589","Gallatin County, Illinois"
"0500000US17061","13886","Greene County, Illinois"
"0500000US17063","50063","Grundy County, Illinois"
"0500000US17065","8457","Hamilton County, Illinois"
"0500000US17067","19104","Hancock County, Illinois"
"0500000US17069","4320","Hardin County, Illinois"
"0500000US17071","7331","Henderson County, Illinois"
"0500000US17073","50486","Henry County, Illinois"
"0500000US17075","29718","Iroquois County, Illinois"
"0500000US17077","60218","Jackson County, Illinois"
"0500000US17079","9698","Jasper County, Illinois"
"0500000US17081","38827","Jefferson County, Illinois"
"0500000US17083","22985","Jersey County, Illinois"
"0500000US17085","22678","Jo Daviess County, Illinois"
"0500000US17087","12582","Johnson County, Illinois"
"0500000US17089","515269","Kane County, Illinois"
"0500000US17091","113449","Kankakee County, Illinois"
"0500000US17093","114736","Kendall County, Illinois"
"0500000US17095","52919","Knox County, Illinois"
"0500000US17097","703462","Lake County, Illinois"
"0500000US17099","113924","LaSalle County, Illinois"
"0500000US17101","16833","Lawrence County, Illinois"
"0500000US17103","36031","Lee County, Illinois"
"0500000US17105","38950","Livingston County, Illinois"
"0500000US17107","30305","Logan County, Illinois"
"0500000US17109","32612","McDonough County, Illinois"
"0500000US17111","308760","McHenry County, Illinois"
"0500000US17113","169572","McLean County, Illinois"
"0500000US17115","110768","Macon County, Illinois"
"0500000US17117","47765","Macoupin County, Illinois"
"0500000US17119","269282","Madison County, Illinois"
"0500000US17121","39437","Marion County, Illinois"
"0500000US17123","12640","Marshall County, Illinois"
"0500000US17125","14666","Mason County, Illinois"
"0500000US17127","15429","Massac County, Illinois"
"0500000US17129","12705","Menard County, Illinois"
"0500000US17131","16434","Mercer County, Illinois"
"0500000US17133","32957","Monroe County, Illinois"
"0500000US17135","30104","Montgomery County, Illinois"
"0500000US17137","35547","Morgan County, Illinois"
"0500000US17139","14846","Moultrie County, Illinois"
"0500000US17141","53497","Ogle County, Illinois"
"0500000US17143","186494","Peoria County, Illinois"
"0500000US17145","22350","Perry County, Illinois"
"0500000US17147","16729","Piatt County, Illinois"
"0500000US17149","16430","Pike County, Illinois"
"0500000US17151","4470","Pope County, Illinois"
"0500000US17153","6161","Pulaski County, Illinois"
"0500000US17155","6006","Putnam County, Illinois"
"0500000US17157","33476","Randolph County, Illinois"
"0500000US17159","16233","Richland County, Illinois"
"0500000US17161","147546","Rock Island County, Illinois"
"0500000US17163","270056","St. Clair County, Illinois"
"0500000US17165","24913","Saline County, Illinois"
"0500000US17167","197465","Sangamon County, Illinois"
"0500000US17169","7544","Schuyler County, Illinois"
"0500000US17171","5355","Scott County, Illinois"
"0500000US17173","22363","Shelby County, Illinois"
"0500000US17175","5994","Stark County, Illinois"
"0500000US17177","47711","Stephenson County, Illinois"
"0500000US17179","135394","Tazewell County, Illinois"
"0500000US17181","17808","Union County, Illinois"
"0500000US17183","81625","Vermilion County, Illinois"
"0500000US17185","11947","Wabash County, Illinois"
"0500000US17187","17707","Warren County, Illinois"
"0500000US17189","14716","Washington County, Illinois"
"0500000US17191","16760","Wayne County, Illinois"
"0500000US17193","14665","White County, Illinois"
"0500000US17195","58498","Whiteside County, Illinois"
"0500000US17197","677560","Will County, Illinois"
"0500000US17199","66357","Williamson County, Illinois"
"0500000US17201","295266","Winnebago County, Illinois"
"0500000US17203","38664","Woodford County, Illinois"
"0500000US18001","34387","Adams County, Indiana"
"0500000US18003","355329(r41911)","Allen County, Indiana"
"0500000US18005","76794","Bartholomew County, Indiana"
"0500000US18007","8854","Benton County, Indiana"
"0500000US18009","12766","Blackford County, Indiana"
"0500000US18011","56640","Boone County, Indiana"
"0500000US18013","15242","Brown County, Indiana"
"0500000US18015","20155","Carroll County, Indiana"
"0500000US18017","38966","Cass County, Indiana"
"0500000US18019","110232","Clark County, Indiana"
"0500000US18021","26890","Clay County, Indiana"
"0500000US18023","33224","Clinton County, Indiana"
"0500000US18025","10713","Crawford County, Indiana"
"0500000US18027","31648","Daviess County, Indiana"
"0500000US18029","50047","Dearborn County, Indiana"
"0500000US18031","25740","Decatur County, Indiana"
"0500000US18033","42223","DeKalb County, Indiana"
"0500000US18035","117671","Delaware County, Indiana"
"0500000US18037","41889","Dubois County, Indiana"
"0500000US18039","197559","Elkhart County, Indiana"
"0500000US18041","24277","Fayette County, Indiana"
"0500000US18043","74578","Floyd County, Indiana"
"0500000US18045","17240","Fountain County, Indiana"
"0500000US18047","23087","Franklin County, Indiana"
"0500000US18049","20836","Fulton County, Indiana"
"0500000US18051","33503","Gibson County, Indiana"
"0500000US18053","70061(r41931)","Grant County, Indiana"
"0500000US18055","33165","Greene County, Indiana"
"0500000US18057","274569","Hamilton County, Indiana"
"0500000US18059","70002","Hancock County, Indiana"
"0500000US18061","39364","Harrison County, Indiana"
"0500000US18063","145448","Hendricks County, Indiana"
"0500000US18065","49462","Henry County, Indiana"
"0500000US18067","82752","Howard County, Indiana"
"0500000US18069","37124","Huntington County, Indiana"
"0500000US18071","42376","Jackson County, Indiana"
"0500000US18073","33478","Jasper County, Indiana"
"0500000US18075","21253","Jay County, Indiana"
"0500000US18077","32428","Jefferson County, Indiana"
"0500000US18079","28525","Jennings County, Indiana"
"0500000US18081","139654","Johnson County, Indiana"
"0500000US18083","38440","Knox County, Indiana"
"0500000US18085","77358","Kosciusko County, Indiana"
"0500000US18087","37128","LaGrange County, Indiana"
"0500000US18089","496005","Lake County, Indiana"
"0500000US18091","111467","LaPorte County, Indiana"
"0500000US18093","46134","Lawrence County, Indiana"
"0500000US18095","131636","Madison County, Indiana"
"0500000US18097","903393","Marion County, Indiana"
"0500000US18099","47051","Marshall County, Indiana"
"0500000US18101","10334","Martin County, Indiana"
"0500000US18103","36903","Miami County, Indiana"
"0500000US18105","137974","Monroe County, Indiana"
"0500000US18107","38124","Montgomery County, Indiana"
"0500000US18109","68894","Morgan County, Indiana"
"0500000US18111","14244","Newton County, Indiana"
"0500000US18113","47536","Noble County, Indiana"
"0500000US18115","6128","Ohio County, Indiana"
"0500000US18117","19840","Orange County, Indiana"
"0500000US18119","21575","Owen County, Indiana"
"0500000US18121","17339","Parke County, Indiana"
"0500000US18123","19338","Perry County, Indiana"
"0500000US18125","12845","Pike County, Indiana"
"0500000US18127","164343","Porter County, Indiana"
"0500000US18129","25910","Posey County, Indiana"
"0500000US18131","13402","Pulaski County, Indiana"
"0500000US18133","37963","Putnam County, Indiana"
"0500000US18135","26171","Randolph County, Indiana"
"0500000US18137","28818","Ripley County, Indiana"
"0500000US18139","17392","Rush County, Indiana"
"0500000US18141","266931","St. Joseph County, Indiana"
"0500000US18143","24181","Scott County, Indiana"
"0500000US18145","44436","Shelby County, Indiana"
"0500000US18147","20952","Spencer County, Indiana"
"0500000US18149","23363","Starke County, Indiana"
"0500000US18151","34185","Steuben County, Indiana"
"0500000US18153","21475","Sullivan County, Indiana"
"0500000US18155","10613","Switzerland County, Indiana"
"0500000US18157","172780","Tippecanoe County, Indiana"
"0500000US18159","15936","Tipton County, Indiana"
"0500000US18161","7516","Union County, Indiana"
"0500000US18163","179703","Vanderburgh County, Indiana"
"0500000US18165","16212","Vermillion County, Indiana"
"0500000US18167","107848","Vigo County, Indiana"
"0500000US18169","32888","Wabash County, Indiana"
"0500000US18171","8508","Warren County, Indiana"
"0500000US18173","59689","Warrick County, Indiana"
"0500000US18175","28262","Washington County, Indiana"
"0500000US18177","68917","Wayne County, Indiana"
"0500000US18179","27636","Wells County, Indiana"
"0500000US18181","24643","White County, Indiana"
"0500000US18183","33292","Whitley County, Indiana"
"0500000US19001","7682","Adair County, Iowa"
"0500000US19003","4029","Adams County, Iowa"
"0500000US19005","14330","Allamakee County, Iowa"
"0500000US19007","12887","Appanoose County, Iowa"
"0500000US19009","6119","Audubon County, Iowa"
"0500000US19011","26076","Benton County, Iowa"
"0500000US19013","131090","Black Hawk County, Iowa"
"0500000US19015","26306","Boone County, Iowa"
"0500000US19017","24276","Bremer County, Iowa"
"0500000US19019","20958","Buchanan County, Iowa"
"0500000US19021","20260","Buena Vista County, Iowa"
"0500000US19023","14867","Butler County, Iowa"
"0500000US19025","9670","Calhoun County, Iowa"
"0500000US19027","20816","Carroll County, Iowa"
"0500000US19029","13956","Cass County, Iowa"
"0500000US19031","18499","Cedar County, Iowa"
"0500000US19033","44151","Cerro Gordo County, Iowa"
"0500000US19035","12072","Cherokee County, Iowa"
"0500000US19037","12439","Chickasaw County, Iowa"
"0500000US19039","9286","Clarke County, Iowa"
"0500000US19041","16667","Clay County, Iowa"
"0500000US19043","18129","Clayton County, Iowa"
"0500000US19045","49116","Clinton County, Iowa"
"0500000US19047","17096","Crawford County, Iowa"
"0500000US19049","66135","Dallas County, Iowa"
"0500000US19051","8753","Davis County, Iowa"
"0500000US19053","8457","Decatur County, Iowa"
"0500000US19055","17764","Delaware County, Iowa"
"0500000US19057","40325","Des Moines County, Iowa"
"0500000US19059","16667","Dickinson County, Iowa"
"0500000US19061","93653","Dubuque County, Iowa"
"0500000US19063","10302","Emmet County, Iowa"
"0500000US19065","20880","Fayette County, Iowa"
"0500000US19067","16303","Floyd County, Iowa"
"0500000US19069","10680","Franklin County, Iowa"
"0500000US19071","7441","Fremont County, Iowa"
"0500000US19073","9336","Greene County, Iowa"
"0500000US19075","12453","Grundy County, Iowa"
"0500000US19077","10954","Guthrie County, Iowa"
"0500000US19079","15673","Hamilton County, Iowa"
"0500000US19081","11341","Hancock County, Iowa"
"0500000US19083","17534","Hardin County, Iowa"
"0500000US19085","14928","Harrison County, Iowa"
"0500000US19087","20145","Henry County, Iowa"
"0500000US19089","9566","Howard County, Iowa"
"0500000US19091","9815","Humboldt County, Iowa"
"0500000US19093","7089","Ida County, Iowa"
"0500000US19095","16355","Iowa County, Iowa"
"0500000US19097","19848","Jackson County, Iowa"
"0500000US19099","36842","Jasper County, Iowa"
"0500000US19101","16843","Jefferson County, Iowa"
"0500000US19103","130882","Johnson County, Iowa"
"0500000US19105","20638","Jones County, Iowa"
"0500000US19107","10511","Keokuk County, Iowa"
"0500000US19109","15543","Kossuth County, Iowa"
"0500000US19111","35862","Lee County, Iowa"
"0500000US19113","211226","Linn County, Iowa"
"0500000US19115","11387","Louisa County, Iowa"
"0500000US19117","8898","Lucas County, Iowa"
"0500000US19119","11581","Lyon County, Iowa"
"0500000US19121","15679","Madison County, Iowa"
"0500000US19123","22381","Mahaska County, Iowa"
"0500000US19125","33309","Marion County, Iowa"
"0500000US19127","40648","Marshall County, Iowa"
"0500000US19129","15059","Mills County, Iowa"
"0500000US19131","10776","Mitchell County, Iowa"
"0500000US19133","9243","Monona County, Iowa"
"0500000US19135","7970","Monroe County, Iowa"
"0500000US19137","10740","Montgomery County, Iowa"
"0500000US19139","42745","Muscatine County, Iowa"
"0500000US19141","14398","O'Brien County, Iowa"
"0500000US19143","6462","Osceola County, Iowa"
"0500000US19145","15932","Page County, Iowa"
"0500000US19147","9421","Palo Alto County, Iowa"
"0500000US19149","24986","Plymouth County, Iowa"
"0500000US19151","7310","Pocahontas County, Iowa"
"0500000US19153","430640","Polk County, Iowa"
"0500000US19155","93158","Pottawattamie County, Iowa"
"0500000US19157","18914","Poweshiek County, Iowa"
"0500000US19159","5131","Ringgold County, Iowa"
"0500000US19161","10350","Sac County, Iowa"
"0500000US19163","165224","Scott County, Iowa"
"0500000US19165","12167","Shelby County, Iowa"
"0500000US19167","33704","Sioux County, Iowa"
"0500000US19169","89542","Story County, Iowa"
"0500000US19171","17767","Tama County, Iowa"
"0500000US19173","6317","Taylor County, Iowa"
"0500000US19175","12534","Union County, Iowa"
"0500000US19177","7570","Van Buren County, Iowa"
"0500000US19179","35625","Wapello County, Iowa"
"0500000US19181","46225","Warren County, Iowa"
"0500000US19183","21704","Washington County, Iowa"
"0500000US19185","6403","Wayne County, Iowa"
"0500000US19187","38013","Webster County, Iowa"
"0500000US19189","10866","Winnebago County, Iowa"
"0500000US19191","21056","Winneshiek County, Iowa"
"0500000US19193","102172","Woodbury County, Iowa"
"0500000US19195","7598","Worth County, Iowa"
"0500000US19197","13229","Wright County, Iowa"
"0500000US20001","13371","Allen County, Kansas"
"0500000US20003","8102","Anderson County, Kansas"
"0500000US20005","16924","Atchison County, Kansas"
"0500000US20007","4861","Barber County, Kansas"
"0500000US20009","27674","Barton County, Kansas"
"0500000US20011","15173","Bourbon County, Kansas"
"0500000US20013","9984","Brown County, Kansas"
"0500000US20015","65880","Butler County, Kansas"
"0500000US20017","2790","Chase County, Kansas"
"0500000US20019","3669","Chautauqua County, Kansas"
"0500000US20021","21603","Cherokee County, Kansas"
"0500000US20023","2726","Cheyenne County, Kansas"
"0500000US20025","2215","Clark County, Kansas"
"0500000US20027","8535","Clay County, Kansas"
"0500000US20029","9533","Cloud County, Kansas"
"0500000US20031","8601","Coffey County, Kansas"
"0500000US20033","1891","Comanche County, Kansas"
"0500000US20035","36311","Cowley County, Kansas"
"0500000US20037","39134","Crawford County, Kansas"
"0500000US20039","2961","Decatur County, Kansas"
"0500000US20041","19754","Dickinson County, Kansas"
"0500000US20043","7945","Doniphan County, Kansas"
"0500000US20045","110826","Douglas County, Kansas"
"0500000US20047","3037","Edwards County, Kansas"
"0500000US20049","2882","Elk County, Kansas"
"0500000US20051","28452","Ellis County, Kansas"
"0500000US20053","6497","Ellsworth County, Kansas"
"0500000US20055","36776","Finney County, Kansas"
"0500000US20057","33848","Ford County, Kansas"
"0500000US20059","25992","Franklin County, Kansas"
"0500000US20061","34362","Geary County, Kansas"
"0500000US20063","2695","Gove County, Kansas"
"0500000US20065","2597","Graham County, Kansas"
"0500000US20067","7829","Grant County, Kansas"
"0500000US20069","6006","Gray County, Kansas"
"0500000US20071","1247","Greeley County, Kansas"
"0500000US20073","6689","Greenwood County, Kansas"
"0500000US20075","2690","Hamilton County, Kansas"
"0500000US20077","6034","Harper County, Kansas"
"0500000US20079","34684","Harvey County, Kansas"
"0500000US20081","4256","Haskell County, Kansas"
"0500000US20083","1916","Hodgeman County, Kansas"
"0500000US20085","13462","Jackson County, Kansas"
"0500000US20087","19126","Jefferson County, Kansas"
"0500000US20089","3077","Jewell County, Kansas"
"0500000US20091","544179","Johnson County, Kansas"
"0500000US20093","3977","Kearny County, Kansas"
"0500000US20095","7858","Kingman County, Kansas"
"0500000US20097","2553","Kiowa County, Kansas"
"0500000US20099","21607","Labette County, Kansas"
"0500000US20101","1750","Lane County, Kansas"
"0500000US20103","76227","Leavenworth County, Kansas"
"0500000US20105","3241","Lincoln County, Kansas"
"0500000US20107","9656","Linn County, Kansas"
"0500000US20109","2756","Logan County, Kansas"
"0500000US20111","33690","Lyon County, Kansas"
"0500000US20113","29180","McPherson County, Kansas"
"0500000US20115","12660","Marion County, Kansas"
"0500000US20117","10117","Marshall County, Kansas"
"0500000US20119","4575","Meade County, Kansas"
"0500000US20121","32787","Miami County, Kansas"
"0500000US20123","6373","Mitchell County, Kansas"
"0500000US20125","35471","Montgomery County, Kansas"
"0500000US20127","5923","Morris County, Kansas"
"0500000US20129","3233","Morton County, Kansas"
"0500000US20131","10178","Nemaha County, Kansas"
"0500000US20133","16512","Neosho County, Kansas"
"0500000US20135","3107","Ness County, Kansas"
"0500000US20137","5671","Norton County, Kansas"
"0500000US20139","16295","Osage County, Kansas"
"0500000US20141","3858","Osborne County, Kansas"
"0500000US20143","6091","Ottawa County, Kansas"
"0500000US20145","6973","Pawnee County, Kansas"
"0500000US20147","5642","Phillips County, Kansas"
"0500000US20149","21604","Pottawatomie County, Kansas"
"0500000US20151","9656","Pratt County, Kansas"
"0500000US20153","2519","Rawlins County, Kansas"
"0500000US20155","64511","Reno County, Kansas"
"0500000US20157","4980","Republic County, Kansas"
"0500000US20159","10083","Rice County, Kansas"
"0500000US20161","71115","Riley County, Kansas"
"0500000US20163","5181","Rooks County, Kansas"
"0500000US20165","3307","Rush County, Kansas"
"0500000US20167","6970","Russell County, Kansas"
"0500000US20169","55606","Saline County, Kansas"
"0500000US20171","4936","Scott County, Kansas"
"0500000US20173","498365","Sedgwick County, Kansas"
"0500000US20175","22952","Seward County, Kansas"
"0500000US20177","177934","Shawnee County, Kansas"
"0500000US20179","2556","Sheridan County, Kansas"
"0500000US20181","6010","Sherman County, Kansas"
"0500000US20183","3853","Smith County, Kansas"
"0500000US20185","4437","Stafford County, Kansas"
"0500000US20187","2235","Stanton County, Kansas"
"0500000US20189","5724","Stevens County, Kansas"
"0500000US20191","24132","Sumner County, Kansas"
"0500000US20193","7900","Thomas County, Kansas"
"0500000US20195","3001","Trego County, Kansas"
"0500000US20197","7053","Wabaunsee County, Kansas"
"0500000US20199","1485","Wallace County, Kansas"
"0500000US20201","5799","Washington County, Kansas"
"0500000US20203","2234","Wichita County, Kansas"
"0500000US20205","9409","Wilson County, Kansas"
"0500000US20207","3309","Woodson County, Kansas"
"0500000US20209","157505","Wyandotte County, Kansas"
"0500000US21001","18656","Adair County, Kentucky"
"0500000US21003","19956","Allen County, Kentucky"
"0500000US21005","21421","Anderson County, Kentucky"
"0500000US21007","8249","Ballard County, Kentucky"
"0500000US21009","42173","Barren County, Kentucky"
"0500000US21011","11591","Bath County, Kentucky"
"0500000US21013","28691","Bell County, Kentucky"
"0500000US21015","118811","Boone County, Kentucky"
"0500000US21017","19985","Bourbon County, Kentucky"
"0500000US21019","49542","Boyd County, Kentucky"
"0500000US21021","28432","Boyle County, Kentucky"
"0500000US21023","8488","Bracken County, Kentucky"
"0500000US21025","13878","Breathitt County, Kentucky"
"0500000US21027","20059","Breckinridge County, Kentucky"
"0500000US21029","74319","Bullitt County, Kentucky"
"0500000US21031","12690","Butler County, Kentucky"
"0500000US21033","12984","Caldwell County, Kentucky"
"0500000US21035","37191","Calloway County, Kentucky"
"0500000US21037","90336","Campbell County, Kentucky"
"0500000US21039","5104","Carlisle County, Kentucky"
"0500000US21041","10811","Carroll County, Kentucky"
"0500000US21043","27720","Carter County, Kentucky"
"0500000US21045","15955","Casey County, Kentucky"
"0500000US21047","73955","Christian County, Kentucky"
"0500000US21049","35613","Clark County, Kentucky"
"0500000US21051","21730","Clay County, Kentucky"
"0500000US21053","10272","Clinton County, Kentucky"
"0500000US21055","9315","Crittenden County, Kentucky"
"0500000US21057","6856","Cumberland County, Kentucky"
"0500000US21059","96656","Daviess County, Kentucky"
"0500000US21061","12161","Edmonson County, Kentucky"
"0500000US21063","7852","Elliott County, Kentucky"
"0500000US21065","14672","Estill County, Kentucky"
"0500000US21067","295803","Fayette County, Kentucky"
"0500000US21069","14348","Fleming County, Kentucky"
"0500000US21071","39451","Floyd County, Kentucky"
"0500000US21073","49285","Franklin County, Kentucky"
"0500000US21075","6813","Fulton County, Kentucky"
"0500000US21077","8589","Gallatin County, Kentucky"
"0500000US21079","16912","Garrard County, Kentucky"
"0500000US21081","24662","Grant County, Kentucky"
"0500000US21083","37121","Graves County, Kentucky"
"0500000US21085","25746","Grayson County, Kentucky"
"0500000US21087","11258","Green County, Kentucky"
"0500000US21089","36910","Greenup County, Kentucky"
"0500000US21091","8565","Hancock County, Kentucky"
"0500000US21093","105543","Hardin County, Kentucky"
"0500000US21095","29278","Harlan County, Kentucky"
"0500000US21097","18846","Harrison County, Kentucky"
"0500000US21099","18199","Hart County, Kentucky"
"0500000US21101","46250","Henderson County, Kentucky"
"0500000US21103","15416","Henry County, Kentucky"
"0500000US21105","4902","Hickman County, Kentucky"
"0500000US21107","46920","Hopkins County, Kentucky"
"0500000US21109","13494","Jackson County, Kentucky"
"0500000US21111","741096","Jefferson County, Kentucky"
"0500000US21113","48586","Jessamine County, Kentucky"
"0500000US21115","23356","Johnson County, Kentucky"
"0500000US21117","159720","Kenton County, Kentucky"
"0500000US21119","16346","Knott County, Kentucky"
"0500000US21121","31883","Knox County, Kentucky"
"0500000US21123","14193","Larue County, Kentucky"
"0500000US21125","58849","Laurel County, Kentucky"
"0500000US21127","15860","Lawrence County, Kentucky"
"0500000US21129","7887","Lee County, Kentucky"
"0500000US21131","11310","Leslie County, Kentucky"
"0500000US21133","24519","Letcher County, Kentucky"
"0500000US21135","13870","Lewis County, Kentucky"
"0500000US21137","24742","Lincoln County, Kentucky"
"0500000US21139","9519","Livingston County, Kentucky"
"0500000US21141","26835","Logan County, Kentucky"
"0500000US21143","8314","Lyon County, Kentucky"
"0500000US21145","65565","McCracken County, Kentucky"
"0500000US21147","18306","McCreary County, Kentucky"
"0500000US21149","9531","McLean County, Kentucky"
"0500000US21151","82916","Madison County, Kentucky"
"0500000US21153","13333","Magoffin County, Kentucky"
"0500000US21155","19820","Marion County, Kentucky"
"0500000US21157","31448","Marshall County, Kentucky"
"0500000US21159","12929","Martin County, Kentucky"
"0500000US21161","17490","Mason County, Kentucky"
"0500000US21163","28602","Meade County, Kentucky"
"0500000US21165","6306","Menifee County, Kentucky"
"0500000US21167","21331","Mercer County, Kentucky"
"0500000US21169","10099","Metcalfe County, Kentucky"
"0500000US21171","10963","Monroe County, Kentucky"
"0500000US21173","26499","Montgomery County, Kentucky"
"0500000US21175","13923","Morgan County, Kentucky"
"0500000US21177","31499","Muhlenberg County, Kentucky"
"0500000US21179","43437","Nelson County, Kentucky"
"0500000US21181","7135","Nicholas County, Kentucky"
"0500000US21183","23842","Ohio County, Kentucky"
"0500000US21185","60316","Oldham County, Kentucky"
"0500000US21187","10841","Owen County, Kentucky"
"0500000US21189","4755","Owsley County, Kentucky"
"0500000US21191","14877","Pendleton County, Kentucky"
"0500000US21193","28712","Perry County, Kentucky"
"0500000US21195","65024","Pike County, Kentucky"
"0500000US21197","12613","Powell County, Kentucky"
"0500000US21199","63063","Pulaski County, Kentucky"
"0500000US21201","2282","Robertson County, Kentucky"
"0500000US21203","17056","Rockcastle County, Kentucky"
"0500000US21205","23333","Rowan County, Kentucky"
"0500000US21207","17565","Russell County, Kentucky"
"0500000US21209","47173","Scott County, Kentucky"
"0500000US21211","42074","Shelby County, Kentucky"
"0500000US21213","17327","Simpson County, Kentucky"
"0500000US21215","17061","Spencer County, Kentucky"
"0500000US21217","24512","Taylor County, Kentucky"
"0500000US21219","12460","Todd County, Kentucky"
"0500000US21221","14339","Trigg County, Kentucky"
"0500000US21223","8809","Trimble County, Kentucky"
"0500000US21225","15007","Union County, Kentucky"
"0500000US21227","113792","Warren County, Kentucky"
"0500000US21229","11717","Washington County, Kentucky"
"0500000US21231","20813","Wayne County, Kentucky"
"0500000US21233","13621","Webster County, Kentucky"
"0500000US21235","35637","Whitley County, Kentucky"
"0500000US21237","7355","Wolfe County, Kentucky"
"0500000US21239","24939","Woodford County, Kentucky"
"0500000US22001","61773","Acadia Parish, Louisiana"
"0500000US22003","25764","Allen Parish, Louisiana"
"0500000US22005","107215","Ascension Parish, Louisiana"
"0500000US22007","23421","Assumption Parish, Louisiana"
"0500000US22009","42073","Avoyelles Parish, Louisiana"
"0500000US22011","35654","Beauregard Parish, Louisiana"
"0500000US22013","14353","Bienville Parish, Louisiana"
"0500000US22015","116979","Bossier Parish, Louisiana"
"0500000US22017","254969","Caddo Parish, Louisiana"
"0500000US22019","192768","Calcasieu Parish, Louisiana"
"0500000US22021","10132","Caldwell Parish, Louisiana"
"0500000US22023","6839","Cameron Parish, Louisiana"
"0500000US22025","10407","Catahoula Parish, Louisiana"
"0500000US22027","17195","Claiborne Parish, Louisiana"
"0500000US22029","20822","Concordia Parish, Louisiana"
"0500000US22031","26656","De Soto Parish, Louisiana"
"0500000US22033","440171","East Baton Rouge Parish, Louisiana"
"0500000US22035","7759","East Carroll Parish, Louisiana"
"0500000US22037","20267","East Feliciana Parish, Louisiana"
"0500000US22039","33984","Evangeline Parish, Louisiana"
"0500000US22041","20767","Franklin Parish, Louisiana"
"0500000US22043","22309","Grant Parish, Louisiana"
"0500000US22045","73240","Iberia Parish, Louisiana"
"0500000US22047","33387","Iberville Parish, Louisiana"
"0500000US22049","16274","Jackson Parish, Louisiana"
"0500000US22051","432552","Jefferson Parish, Louisiana"
"0500000US22053","31594","Jefferson Davis Parish, Louisiana"
"0500000US22055","221578","Lafayette Parish, Louisiana"
"0500000US22057","96318","Lafourche Parish, Louisiana"
"0500000US22059","14890","La Salle Parish, Louisiana"
"0500000US22061","46735","Lincoln Parish, Louisiana"
"0500000US22063","128026","Livingston Parish, Louisiana"
"0500000US22065","12093","Madison Parish, Louisiana"
"0500000US22067","27979","Morehouse Parish, Louisiana"
"0500000US22069","39566","Natchitoches Parish, Louisiana"
"0500000US22071","343829","Orleans Parish, Louisiana"
"0500000US22073","153720","Ouachita Parish, Louisiana"
"0500000US22075","23042","Plaquemines Parish, Louisiana"
"0500000US22077","22802","Pointe Coupee Parish, Louisiana"
"0500000US22079","131613","Rapides Parish, Louisiana"
"0500000US22081","9091","Red River Parish, Louisiana"
"0500000US22083","20725","Richland Parish, Louisiana"
"0500000US22085","24233","Sabine Parish, Louisiana"
"0500000US22087","35897","St. Bernard Parish, Louisiana"
"0500000US22089","52780","St. Charles Parish, Louisiana"
"0500000US22091","11203","St. Helena Parish, Louisiana"
"0500000US22093","22102","St. James Parish, Louisiana"
"0500000US22095","45924","St. John the Baptist Parish, Louisiana"
"0500000US22097","83384","St. Landry Parish, Louisiana"
"0500000US22099","52160","St. Martin Parish, Louisiana"
"0500000US22101","54650","St. Mary Parish, Louisiana"
"0500000US22103","233740","St. Tammany Parish, Louisiana"
"0500000US22105","121097","Tangipahoa Parish, Louisiana"
"0500000US22107","5252","Tensas Parish, Louisiana"
"0500000US22109","111860","Terrebonne Parish, Louisiana"
"0500000US22111","22721","Union Parish, Louisiana"
"0500000US22113","57999","Vermilion Parish, Louisiana"
"0500000US22115","52334","Vernon Parish, Louisiana"
"0500000US22117","47168","Washington Parish, Louisiana"
"0500000US22119","41207","Webster Parish, Louisiana"
"0500000US22121","23788","West Baton Rouge Parish, Louisiana"
"0500000US22123","11604","West Carroll Parish, Louisiana"
"0500000US22125","15625","West Feliciana Parish, Louisiana"
"0500000US22127","15313","Winn Parish, Louisiana"
"0500000US23001","107702","Androscoggin County, Maine"
"0500000US23003","71870","Aroostook County, Maine"
"0500000US23005","281674","Cumberland County, Maine"
"0500000US23007","30768","Franklin County, Maine"
"0500000US23009","54418","Hancock County, Maine"
"0500000US23011","122151","Kennebec County, Maine"
"0500000US23013","39736","Knox County, Maine"
"0500000US23015","34457","Lincoln County, Maine"
"0500000US23017","57833","Oxford County, Maine"
"0500000US23019","153923","Penobscot County, Maine"
"0500000US23021","17535","Piscataquis County, Maine"
"0500000US23023","35293","Sagadahoc County, Maine"
"0500000US23025","52228","Somerset County, Maine"
"0500000US23027","38786","Waldo County, Maine"
"0500000US23029","32856","Washington County, Maine"
"0500000US23031","197131","York County, Maine"
